gene_id	gene_name	gene_type	Chr	Strand
ENSG00000257611.1	ENSG00000257611	processed_pseudogene	chr12	+
ENSG00000136026.14	CKAP4	protein_coding	chr12	-
ENSG00000258355.1	ENSG00000258355	lncRNA	chr12	-
ENSG00000277715.2	ENSG00000277715	lncRNA	chr12	+
ENSG00000238609.1	RNU7-94P	snRNA	chr12	-
ENSG00000166046.12	TCP11L2	protein_coding	chr12	+
ENSG00000300241.1	ENSG00000300241	lncRNA	chr12	-
ENSG00000290003.1	ENSG00000290003	lncRNA	chr12	+
ENSG00000297327.1	ENSG00000297327	lncRNA	chr12	-
ENSG00000013503.10	POLR3B	protein_coding	chr12	+
ENSG00000257545.6	ENSG00000257545	lncRNA	chr12	-
ENSG00000111783.13	RFX4	protein_coding	chr12	+
ENSG00000111785.21	RIC8B	protein_coding	chr12	+
ENSG00000287957.1	ENSG00000287957	lncRNA	chr12	-
ENSG00000295573.1	ENSG00000295573	lncRNA	chr12	-
ENSG00000257119.1	EEF1B2P4	transcribed_processed_pseudogene	chr12	-
ENSG00000240631.1	RPL30P12	processed_pseudogene	chr12	+
ENSG00000260329.3	TMEM263-DT	lncRNA	chr12	-
ENSG00000151135.10	TMEM263	protein_coding	chr12	+
ENSG00000120832.11	MTERF2	protein_coding	chr12	-
ENSG00000008405.12	CRY1	protein_coding	chr12	-
ENSG00000257548.2	ENSG00000257548	lncRNA	chr12	+
ENSG00000286678.1	ENSG00000286678	lncRNA	chr12	-
ENSG00000257444.1	SETP7	processed_pseudogene	chr12	+
ENSG00000151136.15	ABTB3	protein_coding	chr12	+
ENSG00000301737.1	ENSG00000301737	lncRNA	chr12	-
ENSG00000306026.1	ENSG00000306026	lncRNA	chr12	+
ENSG00000200897.1	ENSG00000200897	snoRNA	chr12	+
ENSG00000222302.1	RNA5SP371	rRNA_pseudogene	chr12	-
ENSG00000257579.1	ENSG00000257579	lncRNA	chr12	-
ENSG00000222160.1	Y_RNA	misc_RNA	chr12	+
ENSG00000289344.2	ENSG00000289344	lncRNA	chr12	+
ENSG00000305520.1	ENSG00000305520	lncRNA	chr12	-
ENSG00000136045.12	PWP1	protein_coding	chr12	+
ENSG00000240441.1	RPL17P38	processed_pseudogene	chr12	+
ENSG00000110851.12	PRDM4	protein_coding	chr12	-
ENSG00000258136.2	PRDM4-AS1	lncRNA	chr12	+
ENSG00000187855.6	ASCL4	protein_coding	chr12	+
ENSG00000257398.9	ENSG00000257398	lncRNA	chr12	-
ENSG00000298430.1	ENSG00000298430	lncRNA	chr12	-
ENSG00000293554.1	ENSG00000293554	transcribed_unprocessed_pseudogene	chr12	+
ENSG00000257951.5	ENSG00000257951	lncRNA	chr12	+
ENSG00000258072.2	ENSG00000258072	transcribed_processed_pseudogene	chr12	-
ENSG00000257392.1	ENSG00000257392	unprocessed_pseudogene	chr12	+
ENSG00000257426.1	ENSG00000257426	unprocessed_pseudogene	chr12	+
ENSG00000303870.1	ENSG00000303870	lncRNA	chr12	+
ENSG00000293244.1	ENSG00000293244	lncRNA	chr12	-
ENSG00000257129.2	ENSG00000257129	transcribed_processed_pseudogene	chr12	-
ENSG00000302551.1	ENSG00000302551	lncRNA	chr12	-
ENSG00000300413.1	ENSG00000300413	lncRNA	chr12	-
ENSG00000075035.10	WSCD2	protein_coding	chr12	+
ENSG00000307044.1	ENSG00000307044	lncRNA	chr12	-
ENSG00000307915.1	ENSG00000307915	lncRNA	chr12	-
ENSG00000257281.1	ENSG00000257281	processed_pseudogene	chr12	-
ENSG00000174600.14	CMKLR1	protein_coding	chr12	-
ENSG00000310310.1	ENSG00000310310	lncRNA	chr12	+
ENSG00000247213.8	LINC01498	lncRNA	chr12	-
ENSG00000301632.1	ENSG00000301632	lncRNA	chr12	+
ENSG00000198855.7	FICD	protein_coding	chr12	+
ENSG00000075856.12	SART3	protein_coding	chr12	-
ENSG00000287202.2	ENSG00000287202	lncRNA	chr12	+
ENSG00000136003.16	ISCU	protein_coding	chr12	+
ENSG00000297532.1	ENSG00000297532	lncRNA	chr12	+
ENSG00000183160.9	TMEM119	protein_coding	chr12	-
ENSG00000110876.11	SELPLG	protein_coding	chr12	-
ENSG00000257221.5	ENSG00000257221	lncRNA	chr12	+
ENSG00000284388.1	MIR4496	miRNA	chr12	+
ENSG00000110880.11	CORO1C	protein_coding	chr12	-
ENSG00000238457.1	RNU7-169P	snRNA	chr12	+
ENSG00000301883.1	ENSG00000301883	lncRNA	chr12	-
ENSG00000200060.1	Y_RNA	misc_RNA	chr12	+
ENSG00000301074.1	ENSG00000301074	lncRNA	chr12	-
ENSG00000273499.1	ENSG00000273499	snoRNA	chr12	-
ENSG00000084112.15	SSH1	protein_coding	chr12	-
ENSG00000280110.1	ENSG00000280110	TEC	chr12	+
ENSG00000298591.1	ENSG00000298591	lncRNA	chr12	+
ENSG00000274598.1	ENSG00000274598	lncRNA	chr12	-
ENSG00000207622.1	MIR619	miRNA	chr12	-
ENSG00000302905.1	ENSG00000302905	lncRNA	chr12	+
ENSG00000110887.8	DAO	protein_coding	chr12	+
ENSG00000166111.10	SVOP	protein_coding	chr12	-
ENSG00000201324.1	RNU6-361P	snRNA	chr12	-
ENSG00000302516.1	ENSG00000302516	lncRNA	chr12	+
ENSG00000279630.1	ENSG00000279630	TEC	chr12	-
ENSG00000135093.13	USP30	protein_coding	chr12	+
ENSG00000256262.4	USP30-AS1	lncRNA	chr12	-
ENSG00000212138.1	RNA5SP372	rRNA_pseudogene	chr12	+
ENSG00000189046.11	ALKBH2	protein_coding	chr12	-
ENSG00000076248.12	UNG	protein_coding	chr12	+
ENSG00000256139.3	ENSG00000256139	lncRNA	chr12	+
ENSG00000076555.16	ACACB	protein_coding	chr12	+
ENSG00000298358.1	ENSG00000298358	lncRNA	chr12	-
ENSG00000297986.1	ENSG00000297986	lncRNA	chr12	-
ENSG00000139445.18	FOXN4	protein_coding	chr12	-
ENSG00000303234.1	ENSG00000303234	lncRNA	chr12	+
ENSG00000294574.1	ENSG00000294574	lncRNA	chr12	-
ENSG00000174527.11	MYO1H	protein_coding	chr12	+
ENSG00000256560.2	LINC01486	lncRNA	chr12	-
ENSG00000255655.1	ENSG00000255655	lncRNA	chr12	-
ENSG00000110906.13	KCTD10	protein_coding	chr12	-
ENSG00000151148.14	UBE3B	protein_coding	chr12	+
ENSG00000139428.12	MMAB	protein_coding	chr12	-
ENSG00000200274.1	RNU4-32P	snRNA	chr12	-
ENSG00000110921.14	MVK	protein_coding	chr12	+
ENSG00000309187.1	ENSG00000309187	lncRNA	chr12	-
ENSG00000309208.1	ENSG00000309208	lncRNA	chr12	+
ENSG00000200794.1	RN7SKP250	misc_RNA	chr12	-
ENSG00000299901.1	ENSG00000299901	lncRNA	chr12	-
ENSG00000139438.6	FAM222A	protein_coding	chr12	+
ENSG00000255650.6	FAM222A-AS1	lncRNA	chr12	-
ENSG00000293898.1	ENSG00000293898	lncRNA	chr12	+
ENSG00000293917.1	ENSG00000293917	lncRNA	chr12	-
ENSG00000111199.12	TRPV4	protein_coding	chr12	-
ENSG00000263510.1	MIR4497	miRNA	chr12	+
ENSG00000302242.1	ENSG00000302242	lncRNA	chr12	+
ENSG00000139433.11	GLTP	protein_coding	chr12	-
ENSG00000256351.1	RBISP3	processed_pseudogene	chr12	-
ENSG00000241413.3	RN7SL441P	misc_RNA	chr12	-
ENSG00000249094.3	ENSG00000249094	lncRNA	chr12	+
ENSG00000139437.18	TCHP	protein_coding	chr12	+
ENSG00000139436.22	GIT2	protein_coding	chr12	-
ENSG00000277299.1	ENSG00000277299	lncRNA	chr12	+
ENSG00000280426.1	ENSG00000280426	TEC	chr12	-
ENSG00000076513.17	ANKRD13A	protein_coding	chr12	+
ENSG00000174456.16	C12orf76	protein_coding	chr12	-
ENSG00000277595.1	ENSG00000277595	lncRNA	chr12	+
ENSG00000309304.1	ENSG00000309304	lncRNA	chr12	+
ENSG00000290863.1	ENSG00000290863	lncRNA	chr12	-
ENSG00000286220.2	ENSG00000286220	transcribed_unprocessed_pseudogene	chr12	-
ENSG00000279360.1	ENSG00000279360	TEC	chr12	-
ENSG00000297254.1	ENSG00000297254	lncRNA	chr12	-
ENSG00000297238.1	ENSG00000297238	lncRNA	chr12	+
ENSG00000122970.16	IFT81	protein_coding	chr12	+
ENSG00000289311.3	ENSG00000289311	lncRNA	chr12	-
ENSG00000297272.1	ENSG00000297272	lncRNA	chr12	+
ENSG00000174437.18	ATP2A2	protein_coding	chr12	+
ENSG00000276956.1	RN7SL769P	misc_RNA	chr12	-
ENSG00000304574.1	ENSG00000304574	lncRNA	chr12	-
ENSG00000196510.14	ANAPC7	protein_coding	chr12	-
ENSG00000258210.1	ENSG00000258210	lncRNA	chr12	-
ENSG00000309907.1	ENSG00000309907	lncRNA	chr12	-
ENSG00000258011.2	HMGA1P3	processed_pseudogene	chr12	-
ENSG00000111229.16	ARPC3	protein_coding	chr12	-
ENSG00000300534.1	ENSG00000300534	lncRNA	chr12	+
ENSG00000111231.9	GPN3	protein_coding	chr12	-
ENSG00000241680.1	RPL31P49	processed_pseudogene	chr12	+
ENSG00000204856.12	FAM216A	protein_coding	chr12	+
ENSG00000111237.19	VPS29	protein_coding	chr12	-
ENSG00000202335.1	ENSG00000202335	snoRNA	chr12	-
ENSG00000278993.1	ENSG00000278993	TEC	chr12	+
ENSG00000151164.19	RAD9B	protein_coding	chr12	+
ENSG00000196850.6	PPTC7	protein_coding	chr12	-
ENSG00000204852.17	TCTN1	protein_coding	chr12	+
ENSG00000263537.2	RN7SL387P	misc_RNA	chr12	-
ENSG00000122986.14	HVCN1	protein_coding	chr12	-
ENSG00000186298.12	PPP1CC	protein_coding	chr12	-
ENSG00000279925.1	ENSG00000279925	TEC	chr12	+
ENSG00000294739.1	ENSG00000294739	lncRNA	chr12	+
ENSG00000257268.1	ENSG00000257268	lncRNA	chr12	+
ENSG00000241286.2	RPL29P25	processed_pseudogene	chr12	-
ENSG00000173093.13	CCDC63	protein_coding	chr12	+
ENSG00000302187.1	ENSG00000302187	lncRNA	chr12	-
ENSG00000111245.18	MYL2	protein_coding	chr12	-
ENSG00000185847.10	LINC01405	lncRNA	chr12	+
ENSG00000258240.6	LINC01404	lncRNA	chr12	-
ENSG00000309108.1	ENSG00000309108	lncRNA	chr12	-
ENSG00000111249.14	CUX2	protein_coding	chr12	+
ENSG00000304623.1	ENSG00000304623	lncRNA	chr12	-
ENSG00000273700.1	MIR6760	miRNA	chr12	+
ENSG00000253080.1	RNA5SP373	rRNA_pseudogene	chr12	+
ENSG00000198324.14	PHETA1	protein_coding	chr12	-
ENSG00000257595.4	LINC02356	lncRNA	chr12	+
ENSG00000257539.2	HSPA8P14	processed_pseudogene	chr12	+
ENSG00000294281.1	ENSG00000294281	lncRNA	chr12	-
ENSG00000299832.1	ENSG00000299832	lncRNA	chr12	-
ENSG00000111252.11	SH2B3	protein_coding	chr12	+
ENSG00000204842.18	ATXN2	protein_coding	chr12	-
ENSG00000272215.1	U7	snRNA	chr12	-
ENSG00000238168.5	IFITM3P5	processed_pseudogene	chr12	+
ENSG00000258099.2	ATXN2-AS	lncRNA	chr12	+
ENSG00000089234.16	BRAP	protein_coding	chr12	-
ENSG00000258359.1	PCNPP1	processed_pseudogene	chr12	-
ENSG00000111271.15	ACAD10	protein_coding	chr12	+
ENSG00000257767.3	ENSG00000257767	protein_coding	chr12	+
ENSG00000111275.13	ALDH2	protein_coding	chr12	+
ENSG00000298157.1	ENSG00000298157	lncRNA	chr12	-
ENSG00000274697.1	MIR6761	miRNA	chr12	+
ENSG00000234608.10	MAPKAPK5-AS1	lncRNA	chr12	-
ENSG00000089022.15	MAPKAPK5	protein_coding	chr12	+
ENSG00000292259.1	ENSG00000292259	protein_coding	chr12	+
ENSG00000244060.2	RPS2P41	processed_pseudogene	chr12	-
ENSG00000229186.4	ADAM1A	unitary_pseudogene	chr12	+
ENSG00000226469.1	ADAM1B	unitary_pseudogene	chr12	+
ENSG00000198270.14	TMEM116	protein_coding	chr12	-
ENSG00000258373.1	SLC25A3P2	processed_pseudogene	chr12	+
ENSG00000257624.1	ENSG00000257624	processed_pseudogene	chr12	-
ENSG00000089248.7	ERP29	protein_coding	chr12	+
ENSG00000274227.1	ENSG00000274227	lncRNA	chr12	-
ENSG00000111300.10	NAA25	protein_coding	chr12	-
ENSG00000266370.1	MIR3657	miRNA	chr12	-
ENSG00000258323.1	ENSG00000258323	lncRNA	chr12	+
ENSG00000200688.1	Y_RNA	misc_RNA	chr12	+
ENSG00000135148.12	TRAFD1	protein_coding	chr12	+
ENSG00000200135.1	Y_RNA	misc_RNA	chr12	+
ENSG00000173064.14	HECTD4	protein_coding	chr12	-
ENSG00000283793.1	MIR6861	miRNA	chr12	-
ENSG00000257494.1	ENSG00000257494	lncRNA	chr12	+
ENSG00000201428.1	RN7SKP71	misc_RNA	chr12	+
ENSG00000213152.5	RPL7AP60	processed_pseudogene	chr12	-
ENSG00000257658.1	ENSG00000257658	processed_pseudogene	chr12	+
ENSG00000089009.16	RPL6	protein_coding	chr12	-
ENSG00000305485.1	ENSG00000305485	lncRNA	chr12	+
ENSG00000305463.1	ENSG00000305463	lncRNA	chr12	+
ENSG00000179295.19	PTPN11	protein_coding	chr12	+
ENSG00000305447.1	ENSG00000305447	lncRNA	chr12	-
ENSG00000304788.1	ENSG00000304788	lncRNA	chr12	-
ENSG00000300851.1	ENSG00000300851	lncRNA	chr12	-
ENSG00000089169.15	RPH3A	protein_coding	chr12	+
ENSG00000283507.1	MIR1302-1	miRNA	chr12	-
ENSG00000306858.1	ENSG00000306858	lncRNA	chr12	-
ENSG00000089127.15	OAS1	protein_coding	chr12	+
ENSG00000257452.1	ENSG00000257452	lncRNA	chr12	-
ENSG00000111331.14	OAS3	protein_coding	chr12	+
ENSG00000111335.14	OAS2	protein_coding	chr12	+
ENSG00000258159.1	IMMP1LP2	processed_pseudogene	chr12	+
ENSG00000242461.1	RPS15AP32	processed_pseudogene	chr12	+
ENSG00000135144.8	DTX1	protein_coding	chr12	+
ENSG00000111344.12	RASAL1	protein_coding	chr12	-
ENSG00000295497.1	ENSG00000295497	lncRNA	chr12	+
ENSG00000303542.1	ENSG00000303542	lncRNA	chr12	+
ENSG00000186710.12	CFAP73	protein_coding	chr12	+
ENSG00000199899.2	Y_RNA	misc_RNA	chr12	-
ENSG00000123064.13	DDX54	protein_coding	chr12	-
ENSG00000276908.1	MIR7106	miRNA	chr12	-
ENSG00000201208.1	Y_RNA	misc_RNA	chr12	-
ENSG00000139405.16	RITA1	protein_coding	chr12	+
ENSG00000257286.1	ENSG00000257286	lncRNA	chr12	-
ENSG00000166578.10	IQCD	protein_coding	chr12	-
ENSG00000186815.13	TPCN1	protein_coding	chr12	+
ENSG00000277566.1	ENSG00000277566	lncRNA	chr12	+
ENSG00000274822.1	MIR6762	miRNA	chr12	+
ENSG00000089060.12	SLC8B1	protein_coding	chr12	-
ENSG00000151176.8	PLBD2	protein_coding	chr12	+
ENSG00000288863.1	ENSG00000288863	lncRNA	chr12	+
ENSG00000135094.11	SDS	protein_coding	chr12	-
ENSG00000139410.15	SDSL	protein_coding	chr12	+
ENSG00000089116.4	LHX5	protein_coding	chr12	-
ENSG00000257935.5	LHX5-AS1	lncRNA	chr12	+
ENSG00000249550.9	LINC01234	lncRNA	chr12	-
ENSG00000299319.1	ENSG00000299319	lncRNA	chr12	+
ENSG00000299304.1	ENSG00000299304	lncRNA	chr12	+
ENSG00000257231.1	DYNLL1P4	processed_pseudogene	chr12	-
ENSG00000305288.1	ENSG00000305288	lncRNA	chr12	+
ENSG00000122965.11	RBM19	protein_coding	chr12	-
ENSG00000287229.1	ENSG00000287229	lncRNA	chr12	+
ENSG00000257359.1	ENSG00000257359	lncRNA	chr12	+
ENSG00000302823.1	ENSG00000302823	lncRNA	chr12	+
ENSG00000257997.6	ENSG00000257997	lncRNA	chr12	+
ENSG00000257300.1	HAUS8P1	processed_pseudogene	chr12	+
ENSG00000257915.1	GLULP5	processed_pseudogene	chr12	+
ENSG00000257476.2	LINC02459	lncRNA	chr12	-
ENSG00000089225.20	TBX5	protein_coding	chr12	-
ENSG00000297256.1	ENSG00000297256	lncRNA	chr12	+
ENSG00000255399.7	TBX5-AS1	lncRNA	chr12	+
ENSG00000308772.1	ENSG00000308772	lncRNA	chr12	-
ENSG00000289101.2	ENSG00000289101	lncRNA	chr12	-
ENSG00000309613.1	ENSG00000309613	lncRNA	chr12	-
ENSG00000306529.1	ENSG00000306529	lncRNA	chr12	+
ENSG00000222982.1	RN7SKP216	misc_RNA	chr12	-
ENSG00000255830.2	ENSG00000255830	processed_pseudogene	chr12	+
ENSG00000258244.1	OSTF1P1	processed_pseudogene	chr12	+
ENSG00000258254.2	ENSG00000258254	lncRNA	chr12	+
ENSG00000199220.1	Y_RNA	misc_RNA	chr12	-
ENSG00000135111.16	TBX3	protein_coding	chr12	-
ENSG00000257817.3	TBX3-AS1	lncRNA	chr12	+
ENSG00000309206.1	ENSG00000309206	lncRNA	chr12	-
ENSG00000309228.1	ENSG00000309228	lncRNA	chr12	-
ENSG00000309246.1	ENSG00000309246	lncRNA	chr12	-
ENSG00000287982.2	ENSG00000287982	lncRNA	chr12	-
ENSG00000252459.1	ENSG00000252459	snoRNA	chr12	+
ENSG00000257517.1	ENSG00000257517	lncRNA	chr12	+
ENSG00000307721.1	ENSG00000307721	lncRNA	chr12	-
ENSG00000283459.2	ENSG00000283459	lncRNA	chr12	-
ENSG00000295454.1	ENSG00000295454	lncRNA	chr12	+
ENSG00000305744.1	ENSG00000305744	lncRNA	chr12	-
ENSG00000274879.1	ENSG00000274879	transcribed_processed_pseudogene	chr12	-
ENSG00000300044.1	ENSG00000300044	lncRNA	chr12	+
ENSG00000300895.1	ENSG00000300895	lncRNA	chr12	+
ENSG00000300925.1	ENSG00000300925	lncRNA	chr12	-
ENSG00000257958.1	ENSG00000257958	lncRNA	chr12	+
ENSG00000305627.1	ENSG00000305627	lncRNA	chr12	+
ENSG00000294578.1	ENSG00000294578	lncRNA	chr12	+
ENSG00000298928.1	ENSG00000298928	lncRNA	chr12	+
ENSG00000300568.1	ENSG00000300568	lncRNA	chr12	+
ENSG00000257519.1	ENSG00000257519	lncRNA	chr12	+
ENSG00000271579.1	ENSG00000271579	lncRNA	chr12	-
ENSG00000276972.2	ENSG00000276972	lncRNA	chr12	-
ENSG00000276308.1	ENSG00000276308	lncRNA	chr12	-
ENSG00000257726.1	ENSG00000257726	lncRNA	chr12	+
ENSG00000303287.1	ENSG00000303287	lncRNA	chr12	-
ENSG00000258108.3	ENSG00000258108	lncRNA	chr12	+
ENSG00000257407.2	ENSG00000257407	lncRNA	chr12	-
ENSG00000241656.1	UBA52P7	processed_pseudogene	chr12	-
ENSG00000240205.3	RN7SL865P	misc_RNA	chr12	+
ENSG00000257781.2	ENSG00000257781	lncRNA	chr12	+
ENSG00000257683.1	LINC02463	lncRNA	chr12	-
ENSG00000200112.1	ENSG00000200112	snoRNA	chr12	-
ENSG00000286991.1	ENSG00000286991	lncRNA	chr12	+
ENSG00000308306.1	ENSG00000308306	lncRNA	chr12	-
ENSG00000258034.2	ENSG00000258034	lncRNA	chr12	+
ENSG00000123066.9	MED13L	protein_coding	chr12	-
ENSG00000200665.1	RNU6-1188P	snRNA	chr12	+
ENSG00000207967.1	MIR620	miRNA	chr12	-
ENSG00000257979.1	SNRPGP18	processed_pseudogene	chr12	+
ENSG00000258337.1	ENSG00000258337	lncRNA	chr12	-
ENSG00000299468.1	ENSG00000299468	lncRNA	chr12	+
ENSG00000308735.1	ENSG00000308735	lncRNA	chr12	-
ENSG00000308750.1	ENSG00000308750	lncRNA	chr12	+
ENSG00000308770.1	ENSG00000308770	lncRNA	chr12	-
ENSG00000286354.2	ENSG00000286354	lncRNA	chr12	-
ENSG00000258346.2	ENSG00000258346	lncRNA	chr12	+
ENSG00000264037.1	MIR4472-2	miRNA	chr12	-
ENSG00000296503.1	ENSG00000296503	lncRNA	chr12	+
ENSG00000258018.3	LINC02457	lncRNA	chr12	+
ENSG00000296567.1	ENSG00000296567	lncRNA	chr12	-
ENSG00000296587.1	ENSG00000296587	lncRNA	chr12	+
ENSG00000296530.1	ENSG00000296530	lncRNA	chr12	-
ENSG00000296551.1	ENSG00000296551	lncRNA	chr12	+
ENSG00000196668.5	LINC00173	lncRNA	chr12	+
ENSG00000258102.5	MAP1LC3B2	protein_coding	chr12	+
ENSG00000310057.1	ENSG00000310057	lncRNA	chr12	-
ENSG00000293904.1	ENSG00000293904	lncRNA	chr12	-
ENSG00000275898.1	ENSG00000275898	lncRNA	chr12	+
ENSG00000258249.2	ENSG00000258249	lncRNA	chr12	+
ENSG00000295478.1	ENSG00000295478	lncRNA	chr12	-
ENSG00000257883.2	LINC03088	lncRNA	chr12	+
ENSG00000295460.1	ENSG00000295460	lncRNA	chr12	-
ENSG00000111412.6	SPRING1	protein_coding	chr12	-
ENSG00000135119.15	RNFT2	protein_coding	chr12	+
ENSG00000239374.1	ENSG00000239374	processed_pseudogene	chr12	-
ENSG00000201382.1	RNU6-558P	snRNA	chr12	+
ENSG00000275467.1	ENSG00000275467	lncRNA	chr12	+
ENSG00000290033.1	ENSG00000290033	lncRNA	chr12	-
ENSG00000297991.1	ENSG00000297991	lncRNA	chr12	-
ENSG00000135116.9	HRK	protein_coding	chr12	-
ENSG00000297968.1	ENSG00000297968	lncRNA	chr12	+
ENSG00000240100.1	RPL36P15	transcribed_processed_pseudogene	chr12	+
ENSG00000174989.14	FBXW8	protein_coding	chr12	+
ENSG00000274554.1	ENSG00000274554	lncRNA	chr12	-
ENSG00000257279.1	ENSG00000257279	lncRNA	chr12	-
ENSG00000277840.1	ENSG00000277840	lncRNA	chr12	+
ENSG00000088992.18	TESC	protein_coding	chr12	-
ENSG00000258285.2	TESC-AS1	lncRNA	chr12	+
ENSG00000301158.1	ENSG00000301158	lncRNA	chr12	-
ENSG00000135108.16	FBXO21	protein_coding	chr12	-
ENSG00000089250.20	NOS1	protein_coding	chr12	-
ENSG00000257465.2	ELOCP32	processed_pseudogene	chr12	-
ENSG00000255686.1	ENSG00000255686	lncRNA	chr12	+
ENSG00000171435.15	KSR2	protein_coding	chr12	-
ENSG00000302110.1	ENSG00000302110	lncRNA	chr12	+
ENSG00000256071.1	ENSG00000256071	lncRNA	chr12	+
ENSG00000111445.14	RFC5	protein_coding	chr12	+
ENSG00000277873.1	ENSG00000277873	lncRNA	chr12	-
ENSG00000176871.9	WSB2	protein_coding	chr12	-
ENSG00000276292.1	ENSG00000276292	lncRNA	chr12	+
ENSG00000274859.2	ENSG00000274859	lncRNA	chr12	+
ENSG00000176834.14	VSIG10	protein_coding	chr12	-
ENSG00000089220.5	PEBP1	protein_coding	chr12	+
ENSG00000135090.14	TAOK3	protein_coding	chr12	-
ENSG00000240342.3	RPS2P5	processed_pseudogene	chr12	+
ENSG00000293801.1	ENSG00000293801	lncRNA	chr12	+
ENSG00000270482.2	ENSG00000270482	lncRNA	chr12	-
ENSG00000111707.12	SUDS3	protein_coding	chr12	+
ENSG00000306132.1	ENSG00000306132	lncRNA	chr12	-
ENSG00000275759.1	ENSG00000275759	lncRNA	chr12	+
ENSG00000275409.1	ENSG00000275409	lncRNA	chr12	+
ENSG00000305413.1	ENSG00000305413	lncRNA	chr12	+
ENSG00000255714.1	LINC02460	lncRNA	chr12	-
ENSG00000294871.1	ENSG00000294871	lncRNA	chr12	+
ENSG00000297838.1	ENSG00000297838	lncRNA	chr12	-
ENSG00000241590.1	RPL17P37	processed_pseudogene	chr12	-
ENSG00000256750.3	LINC02423	lncRNA	chr12	-
ENSG00000255618.3	LINC02440	lncRNA	chr12	-
ENSG00000255814.2	LINC02439	lncRNA	chr12	-
ENSG00000199809.1	RNA5SP374	rRNA_pseudogene	chr12	+
ENSG00000256149.1	ENSG00000256149	lncRNA	chr12	-
ENSG00000300080.1	ENSG00000300080	lncRNA	chr12	+
ENSG00000294918.1	ENSG00000294918	lncRNA	chr12	+
ENSG00000201042.1	ENSG00000201042	snoRNA	chr12	-
ENSG00000296521.1	ENSG00000296521	lncRNA	chr12	-
ENSG00000296631.1	ENSG00000296631	lncRNA	chr12	+
ENSG00000139767.10	SRRM4	protein_coding	chr12	+
ENSG00000286233.1	ENSG00000286233	lncRNA	chr12	-
ENSG00000244112.3	RN7SL508P	misc_RNA	chr12	+
ENSG00000257095.2	ENSG00000257095	lncRNA	chr12	-
ENSG00000152137.8	HSPB8	protein_coding	chr12	+
ENSG00000256884.2	ENSG00000256884	lncRNA	chr12	-
ENSG00000256609.2	ENSG00000256609	lncRNA	chr12	-
ENSG00000213144.2	ENSG00000213144	processed_pseudogene	chr12	+
ENSG00000256311.2	ENSG00000256311	lncRNA	chr12	-
ENSG00000310200.1	ENSG00000310200	lncRNA	chr12	+
ENSG00000281196.2	LINC00934	lncRNA	chr12	-
ENSG00000296652.1	ENSG00000296652	lncRNA	chr12	+
ENSG00000183273.7	CCDC60	protein_coding	chr12	+
ENSG00000248636.8	ENSG00000248636	lncRNA	chr12	-
ENSG00000224982.4	TMEM233	protein_coding	chr12	+
ENSG00000252886.1	RN7SKP197	misc_RNA	chr12	-
ENSG00000111725.11	PRKAB1	protein_coding	chr12	+
ENSG00000122966.18	CIT	protein_coding	chr12	-
ENSG00000255692.1	ENSG00000255692	lncRNA	chr12	+
ENSG00000283768.1	MIR1178	miRNA	chr12	-
ENSG00000307806.1	ENSG00000307806	lncRNA	chr12	+
ENSG00000226729.3	RPL35AP30	processed_pseudogene	chr12	+
ENSG00000135127.12	BICDL1	protein_coding	chr12	+
ENSG00000278250.1	Metazoa_SRP	misc_RNA	chr12	+
ENSG00000255575.1	ENSG00000255575	processed_pseudogene	chr12	+
ENSG00000111737.12	RAB35	protein_coding	chr12	-
ENSG00000277283.2	RAB35-AS1	lncRNA	chr12	+
ENSG00000089154.11	GCN1	protein_coding	chr12	-
ENSG00000266704.1	MIR4498	miRNA	chr12	-
ENSG00000089157.16	RPLP0	protein_coding	chr12	-
ENSG00000255857.9	PXN-AS1	lncRNA	chr12	+
ENSG00000089159.17	PXN	protein_coding	chr12	-
ENSG00000286067.1	ENSG00000286067	lncRNA	chr12	+
ENSG00000275936.1	ENSG00000275936	lncRNA	chr12	+
ENSG00000240925.1	RPS20P31	processed_pseudogene	chr12	+
ENSG00000310566.1	ENSG00000310566	lncRNA	chr12	-
ENSG00000123009.4	NME2P1	processed_pseudogene	chr12	+
ENSG00000202538.2	RNU4-2	snRNA	chr12	-
ENSG00000089163.5	SIRT4	protein_coding	chr12	+
ENSG00000200795.2	RNU4-1	snRNA	chr12	-
ENSG00000298788.1	ENSG00000298788	lncRNA	chr12	-
ENSG00000252659.1	RNU6-1088P	snRNA	chr12	-
ENSG00000298813.1	ENSG00000298813	lncRNA	chr12	+
ENSG00000170890.14	PLA2G1B	protein_coding	chr12	-
ENSG00000135097.7	MSI1	protein_coding	chr12	-
ENSG00000293347.2	ENSG00000293347	lncRNA	chr12	+
ENSG00000239881.2	RPS27P25	transcribed_processed_pseudogene	chr12	+
ENSG00000256695.3	ENSG00000256695	lncRNA	chr12	+
ENSG00000294244.1	ENSG00000294244	lncRNA	chr12	+
ENSG00000111775.3	COX6A1	protein_coding	chr12	+
ENSG00000111780.8	ENSG00000111780	protein_coding	chr12	+
ENSG00000170855.4	TRIAP1	protein_coding	chr12	-
ENSG00000257218.6	GATC	protein_coding	chr12	+
ENSG00000219355.2	RPL31P52	processed_pseudogene	chr12	-
ENSG00000111786.10	SRSF9	protein_coding	chr12	-
ENSG00000088986.11	DYNLL1	protein_coding	chr12	+
ENSG00000248008.5	NRAV	lncRNA	chr12	-
ENSG00000278344.1	ENSG00000278344	lncRNA	chr12	-
